"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19"
"1078188" "C0478657" "ENG" "P" "L0810177" "PF" "S0971851" "Y" "A1029287" NA "" "" "ICD10" "PT" "F88" "Other disorders of psychological development" 3 "N" 256 NA
"1078194" "C0478658" "ENG" "P" "L0810179" "PF" "S1054610" "Y" "A1112382" NA "" "" "ICD10" "PT" "F89" "Unspecified disorder of psychological development" 3 "N" 256 NA
"1078196" "C0478658" "ENG" "S" "L0559492" "PF" "S1458431" "Y" "A1411615" NA "" "" "ICD10" "HT" "F80-F89.9" "Disorders of psychological development" 3 "N" NA NA
"1078203" "C0478659" "ENG" "P" "L0878265" "PF" "S0986088" "Y" "A1044010" NA "" "" "ICD10" "PT" "R10.2" "Pelvic and perineal pain" 3 "N" NA NA
"1078209" "C0478660" "ENG" "P" "L0850847" "PF" "S0932730" "Y" "A0989148" NA "" "" "ICD10" "PT" "R22.0" "Localized swelling, mass and lump, head" 3 "N" NA NA
"1078216" "C0478661" "ENG" "P" "L0867153" "PF" "S0932733" "Y" "A0989159" NA "" "" "ICD10" "PT" "R22.1" "Localized swelling, mass and lump, neck" 3 "N" NA NA
"1078223" "C0478662" "ENG" "P" "L0880626" "PF" "S1029924" "Y" "A1087336" NA "" "" "ICD10" "PT" "R46.4" "Slowness and poor responsiveness" 3 "N" NA NA
"1078228" "C0478663" "ENG" "P" "L0783820" "PF" "S1059374" "Y" "A1117219" NA "" "" "ICD10" "PT" "R46.7" "Verbosity and circumstantial detail obscuring reason for contact" 3 "N" NA NA
"1078235" "C0478664" "ENG" "P" "L0826796" "PF" "S0932665" "Y" "A0989068" NA "" "" "ICD10" "PT" "R59.0" "Localized enlarged lymph nodes" 3 "N" 256 NA
"1078242" "C0478665" "ENG" "P" "L0750272" "PF" "S0884649" "Y" "A0942950" NA "" "" "ICD10" "PT" "R78.1" "Finding of opiate drug in blood" 3 "N" NA NA
"1078247" "C0478666" "ENG" "S" "L0683118" "PF" "S0872810" "Y" "A0931089" NA "" "" "ICD10" "PT" "Z02.0" "Examination for admission to educational institution" 3 "N" NA NA
"1078251" "C0478667" "ENG" "P" "L0683123" "PF" "S0872811" "Y" "A0931092" NA "" "" "ICD10" "PT" "Z02.2" "Examination for admission to residential institutions" 3 "N" NA NA
"1078256" "C0478668" "ENG" "S" "L0819317" "PF" "S0872813" "Y" "A0931098" NA "" "" "ICD10" "PT" "Z02.4" "Examination for driving licence" 3 "N" NA NA
"1078260" "C0478669" "ENG" "P" "L0829472" "PF" "S0872815" "Y" "A0931102" NA "" "" "ICD10" "PT" "Z02.6" "Examination for insurance purposes" 3 "N" NA NA
"1078264" "C0478670" "ENG" "P" "L0691785" "PF" "S0820503" "Y" "A0880156" NA "" "" "ICD10" "PT" "Z04.0" "Blood-alcohol and blood-drug test" 3 "N" NA NA
"1078268" "C0478671" "ENG" "P" "L0780759" "PF" "S1015882" "Y" "A1073700" NA "" "" "ICD10" "PT" "Z10.1" "Routine general health check-up of inhabitants of institutions" 3 "N" NA NA
"1078272" "C0478672" "ENG" "P" "L0720023" "PF" "S1015880" "Y" "A1073695" NA "" "" "ICD10" "PT" "Z10.2" "Routine general health check-up of armed forces" 3 "N" NA NA
"1078276" "C0478673" "ENG" "P" "L0797251" "PF" "S1038620" "Y" "A1096259" NA "" "" "ICD10" "PT" "Z30.4" "Surveillance of contraceptive drugs" 3 "N" NA NA
"1078281" "C0478674" "ENG" "S" "L0686004" "PF" "S1043172" "Y" "A1100454" NA "" "" "ICD10" "PT" "Z60.5" "Target of perceived adverse discrimination and persecution" 3 "N" NA NA
"1078287" "C0478675" "ENG" "P" "L0664639" "PF" "S0998120" "Y" "A1056475" NA "" "" "ICD10" "PT" "Z61.5" "Problems related to alleged sexual abuse of child by person outside primary support group" 3 "N" NA NA
"1078293" "C0478676" "ENG" "P" "L0859200" "PF" "S0915870" "Y" "A0972920" NA "" "" "ICD10" "PT" "Z62.2" "Institutional upbringing" 3 "N" 256 NA
"1078300" "C0478677" "ENG" "S" "L0856324" "PF" "S0910593" "Y" "A0967195" NA "" "" "ICD10" "PT" "Z65.1" "Imprisonment and other incarceration" 3 "N" NA NA
"1078307" "C0478678" "ENG" "S" "L0851348" "PF" "S0996742" "Y" "A1055098" NA "" "" "ICD10" "PT" "Z95.2" "Presence of prosthetic heart valve" 3 "N" 256 NA
"1078310" "C0478681" "ENG" "P" "L0775161" "PF" "S0876429" "Y" "A0934802" NA "" "" "ICD10" "HT" "V01-Y98.9" "External causes of morbidity and mortality" 3 "N" NA NA
"1078312" "C0478682" "ENG" "P" "L0674086" "PF" "S0972090" "Y" "A1029597" NA "" "" "ICD10" "HT" "W00-X59.9" "Other external causes of accidental injury" 3 "N" NA NA
"1078314" "C0478683" "ENG" "P" "L0674093" "PF" "S0881443" "Y" "A0939533" NA "" "" "ICD10" "PX" "W00" "Fall on same level involving ice and snow causing accidental injury" 3 "N" NA NA
"1078316" "C0478683" "ENG" "S" "L0835021" "PF" "S0881442" "Y" "A0939530" NA "" "" "ICD10" "PS" "W00" "Fall on same level involving ice and snow" 3 "Y" NA NA
"1078319" "C0478694" "ENG" "P" "L0674088" "PF" "S0881425" "Y" "A0939513" NA "" "" "ICD10" "PX" "W01" "Fall on same level from slipping, tripping and stumbling causing accidental injury" 3 "N" NA NA
"1078322" "C0478694" "ENG" "S" "L0834860" "PF" "S0881424" "Y" "A0939510" NA "" "" "ICD10" "PS" "W01" "Fall on same level from slipping, tripping and stumbling" 3 "Y" NA NA
"1078325" "C0478705" "ENG" "P" "L0674094" "PF" "S0881226" "Y" "A0939300" NA "" "" "ICD10" "PX" "W02" "Fall involving ice-skates, skis, roller-skates or skateboards causing accidental injury" 3 "N" NA NA
"1078327" "C0478705" "ENG" "S" "L0835022" "PF" "S0881225" "Y" "A0939297" NA "" "" "ICD10" "PS" "W02" "Fall involving ice-skates, skis, roller-skates or skateboards" 3 "Y" NA NA
"1078330" "C0478716" "ENG" "P" "L0673574" "PF" "S0972164" "Y" "A1029688" NA "" "" "ICD10" "PX" "W03" "Other fall on same level due to collision with, or pushing by, another person causing accidental injury" 3 "N" NA NA
"1078332" "C0478716" "ENG" "S" "L0703311" "PF" "S0972163" "Y" "A1029685" NA "" "" "ICD10" "PS" "W03" "Other fall on same level due to collision with, or pushing by, another person" 3 "Y" NA NA
"1078335" "C0478727" "ENG" "P" "L0673830" "PF" "S0881601" "Y" "A0939692" NA "" "" "ICD10" "PX" "W04" "Fall while being carried or supported by other persons causing accidental injury" 3 "N" NA NA
"1078338" "C0478727" "ENG" "S" "L0736782" "PF" "S0881600" "Y" "A0939689" NA "" "" "ICD10" "PS" "W04" "Fall while being carried or supported by other persons" 3 "Y" NA NA
"1078341" "C0478771" "ENG" "P" "L0674092" "PF" "S0881238" "Y" "A0939314" NA "" "" "ICD10" "PX" "W08" "Fall involving other furniture causing accidental injury" 3 "N" NA NA
"1078343" "C0478771" "ENG" "S" "L0834935" "PF" "S0881237" "Y" "A0939311" NA "" "" "ICD10" "PS" "W08" "Fall involving other furniture" 3 "Y" NA NA
"1078347" "C0478854" "ENG" "P" "L0674050" "PF" "S0861660" "Y" "A0920321" NA "" "" "ICD10" "PX" "W16" "Diving or jumping into water causing injury other than drowning or submersion causing accidental injury" 3 "N" NA NA
"1078349" "C0478854" "ENG" "S" "L0774985" "PF" "S0861659" "Y" "A0920318" NA "" "" "ICD10" "PS" "W16" "Diving or jumping into water causing injury other than drowning or submersion" 3 "Y" NA NA
"1078352" "C0478874" "ENG" "P" "L0673575" "PF" "S0972146" "Y" "A1029666" NA "" "" "ICD10" "PX" "W17" "Other fall from one level to another causing accidental injury" 3 "N" NA NA
"1078359" "C0478874" "ENG" "S" "L0703332" "PF" "S0972144" "Y" "A1029661" NA "" "" "ICD10" "PS" "W17" "Other fall from one level to another" 3 "Y" NA NA
"1078363" "C0478875" "ENG" "P" "L0674096" "PF" "S0972160" "Y" "A1029682" NA "" "" "ICD10" "PX" "W18" "Other fall on same level causing accidental injury" 3 "N" NA NA
"1078366" "C0478875" "ENG" "S" "L0835146" "PF" "S0972158" "Y" "A1029678" NA "" "" "ICD10" "PS" "W18" "Other fall on same level" 3 "Y" 256 NA
"1078369" "C0478903" "ENG" "P" "L0674097" "PF" "S1035001" "Y" "A1092558" NA "" "" "ICD10" "PX" "W20" "Struck by thrown, projected or falling object causing accidental injury" 3 "N" NA NA
"1078372" "C0478903" "ENG" "S" "L0835202" "PF" "S1035000" "Y" "A1092556" NA "" "" "ICD10" "PS" "W20" "Struck by thrown, projected or falling object" 3 "Y" NA NA
"1078376" "C0478923" "ENG" "S" "L0673476" "PF" "S1034871" "Y" "A1092422" NA "" "" "ICD10" "PX" "W22" "Striking against or struck by other objects causing accidental injury" 3 "N" NA NA
"1078380" "C0478923" "ENG" "S" "L0688999" "PF" "S1034868" "Y" "A1092417" NA "" "" "ICD10" "PS" "W22" "Striking against or struck by other objects" 3 "Y" NA NA
"1078383" "C0478933" "ENG" "P" "L0673900" "PF" "S0833819" "Y" "A0892186" NA "" "" "ICD10" "PX" "W23" "Caught, crushed, jammed or pinched in or between objects causing accidental injury" 3 "N" NA NA
"1078386" "C0478933" "ENG" "S" "L0744084" "PF" "S0833818" "Y" "A0892183" NA "" "" "ICD10" "PS" "W23" "Caught, crushed, jammed or pinched in or between objects" 3 "Y" NA NA
"1078390" "C0478944" "ENG" "P" "L0674056" "PF" "S0847082" "Y" "A0905649" NA "" "" "ICD10" "PX" "W25" "Contact with sharp glass causing accidental injury" 3 "N" NA NA
"1078393" "C0478944" "ENG" "S" "L0796655" "PF" "S0847081" "Y" "A0905646" NA "" "" "ICD10" "PS" "W25" "Contact with sharp glass" 3 "Y" 256 NA
"1078396" "C0478964" "ENG" "P" "L0674054" "PF" "S0846823" "Y" "A0905361" NA "" "" "ICD10" "PX" "W26" "Contact with knife, sword or dagger causing accidental injury" 3 "N" NA NA
"1078399" "C0478964" "ENG" "S" "L0796464" "PF" "S0846822" "Y" "A0905358" NA "" "" "ICD10" "PS" "W26" "Contact with knife, sword or dagger" 3 "Y" NA NA
"1078402" "C0478965" "ENG" "P" "L0674058" "PF" "S0846876" "Y" "A0905419" NA "" "" "ICD10" "PX" "W27" "Contact with nonpowered hand tool causing accidental injury" 3 "N" NA NA
"1078405" "C0478965" "ENG" "S" "L0796664" "PF" "S0846875" "Y" "A0905416" NA "" "" "ICD10" "PS" "W27" "Contact with nonpowered hand tool" 3 "Y" 256 NA
"1078408" "C0478975" "ENG" "P" "L0674061" "PF" "S0847047" "Y" "A0905610" NA "" "" "ICD10" "PX" "W28" "Contact with powered lawnmower causing accidental injury" 3 "N" NA NA
"1078410" "C0478975" "ENG" "S" "L0796763" "PF" "S0847046" "Y" "A0905607" NA "" "" "ICD10" "PS" "W28" "Contact with powered lawnmower" 3 "Y" NA NA
"1078413" "C0478985" "ENG" "P" "L0674057" "PF" "S0846978" "Y" "A0905531" NA "" "" "ICD10" "PX" "W29" "Contact with other powered hand tools and household machinery causing accidental injury" 3 "N" NA NA
"1078416" "C0478985" "ENG" "S" "L1225493" "PF" "S0846977" "Y" "A0905528" NA "" "" "ICD10" "PS" "W29" "Contact with other powered hand tools and household machinery" 3 "Y" NA NA
"1078420" "C0478995" "ENG" "S" "L0673488" "PF" "S0846633" "Y" "A0905135" NA "" "" "ICD10" "PX" "W30" "Contact with agricultural machinery causing accidental injury" 3 "N" NA NA
"1078423" "C0478995" "ENG" "S" "L0690101" "PF" "S0846632" "Y" "A0905132" NA "" "" "ICD10" "PS" "W30" "Contact with agricultural machinery" 3 "Y" 256 NA
"1078426" "C0479005" "ENG" "P" "L0674062" "PF" "S0846933" "Y" "A0905480" NA "" "" "ICD10" "PX" "W31" "Contact with other and unspecified machinery causing accidental injury" 3 "N" NA NA
"1078429" "C0479005" "ENG" "S" "L0796781" "PF" "S0846932" "Y" "A0905477" NA "" "" "ICD10" "PS" "W31" "Contact with other and unspecified machinery" 3 "Y" NA NA
"1078433" "C0479052" "ENG" "P" "L0673929" "PF" "S0874892" "Y" "A0933211" NA "" "" "ICD10" "PX" "W35" "Explosion and rupture of boiler causing accidental injury" 3 "N" NA NA
"1078436" "C0479052" "ENG" "S" "L0753285" "PF" "S0874891" "Y" "A0933208" NA "" "" "ICD10" "PS" "W35" "Explosion and rupture of boiler" 3 "Y" NA NA
"1078439" "C0479053" "ENG" "P" "L0674064" "PF" "S0874904" "Y" "A0933225" NA "" "" "ICD10" "PX" "W36" "Explosion and rupture of gas cylinder causing accidental injury" 3 "N" NA NA
"1078442" "C0479053" "ENG" "S" "L0804158" "PF" "S0874903" "Y" "A0933222" NA "" "" "ICD10" "PS" "W36" "Explosion and rupture of gas cylinder" 3 "Y" NA NA
"1078446" "C0479072" "ENG" "P" "L0674078" "VO" "S0874942" "Y" "A0933266" NA "" "" "ICD10" "PX" "W37" "Explosion and rupture of pressurized tyre, pipe or hose causing accidental injury" 3 "N" NA NA
"1078450" "C0479072" "ENG" "S" "L0831129" "VO" "S0874941" "Y" "A0933264" NA "" "" "ICD10" "PS" "W37" "Explosion and rupture of pressurized tyre, pipe or hose" 3 "Y" NA NA
"1078454" "C0479073" "ENG" "P" "L0674065" "PF" "S0874918" "Y" "A0933239" NA "" "" "ICD10" "PX" "W38" "Explosion and rupture of other specified pressurized devices causing accidental injury" 3 "N" NA NA
"1078457" "C0479073" "ENG" "S" "L1225546" "PF" "S0874917" "Y" "A0933236" NA "" "" "ICD10" "PS" "W38" "Explosion and rupture of other specified pressurized devices" 3 "Y" NA NA
"1078461" "C0479083" "ENG" "P" "L0674070" "PF" "S0860142" "Y" "A0918566" NA "" "" "ICD10" "PX" "W39" "Discharge of firework causing accidental injury" 3 "N" NA NA
"1078464" "C0479083" "ENG" "S" "L0813907" "PF" "S0860141" "Y" "A0918563" NA "" "" "ICD10" "PS" "W39" "Discharge of firework" 3 "Y" 256 NA
"1078467" "C0479093" "ENG" "P" "L0674080" "PF" "S0875003" "Y" "A0933329" NA "" "" "ICD10" "PX" "W40" "Explosion of other materials causing accidental injury" 3 "N" NA NA
"1078470" "C0479093" "ENG" "S" "L0831160" "PF" "S0875002" "Y" "A0933326" NA "" "" "ICD10" "PS" "W40" "Explosion of other materials" 3 "Y" 256 NA
"1078473" "C0479103" "ENG" "P" "L0674083" "PF" "S0875613" "Y" "A0933942" NA "" "" "ICD10" "PX" "W41" "Exposure to high-pressure jet causing accidental injury" 3 "N" NA NA
"1078475" "C0479103" "ENG" "S" "L0831485" "PF" "S0875612" "Y" "A0933939" NA "" "" "ICD10" "PS" "W41" "Exposure to high-pressure jet" 3 "Y" NA NA
"1078478" "C0479132" "ENG" "P" "L0673925" "PF" "S0887339" "Y" "A0945756" NA "" "" "ICD10" "PX" "W44" "Foreign body entering into or through eye or natural orifice causing accidental injury" 3 "N" NA NA
"1078480" "C0479132" "ENG" "S" "L0752555" "PF" "S0887338" "Y" "A0945753" NA "" "" "ICD10" "PS" "W44" "Foreign body entering into or through eye or natural orifice" 3 "Y" NA NA
"1078483" "C0479142" "ENG" "P" "L0673926" "PF" "S0887438" "Y" "A0945881" NA "" "" "ICD10" "PX" "W45" "Foreign body or object entering through skin causing accidental injury" 3 "N" NA NA
"1078486" "C0479142" "ENG" "S" "L0752565" "PF" "S0887437" "Y" "A0945878" NA "" "" "ICD10" "PS" "W45" "Foreign body or object entering through skin" 3 "Y" NA NA
"1078489" "C0479152" "ENG" "P" "L0674082" "PF" "S0875783" "Y" "A0934122" NA "" "" "ICD10" "PX" "W49" "Exposure to other and unspecified inanimate mechanical forces causing accidental injury" 3 "N" NA NA
"1078491" "C0479152" "ENG" "S" "L0831428" "PF" "S0875782" "Y" "A0934119" NA "" "" "ICD10" "PS" "W49" "Exposure to other and unspecified inanimate mechanical forces" 3 "Y" NA NA
"1078495" "C0479163" "ENG" "P" "L0703293" "PF" "S0902890" "Y" "A0960014" NA "" "" "ICD10" "PT" "W50" "Hit, struck, kicked, twisted, bitten or scratched by another person" 3 "N" NA NA
"1078501" "C0479185" "ENG" "P" "L0801828" "PF" "S0851034" "Y" "A0909772" NA "" "" "ICD10" "PT" "W52" "Crushed, pushed or stepped on by crowd or human stampede" 3 "N" NA NA
"1078509" "C0479196" "ENG" "P" "L0376157" "VO" "S0819545" "Y" "A0879108" NA "" "" "ICD10" "PT" "W53" "Bitten by rat" 3 "N" 256 NA
"1078513" "C0479207" "ENG" "P" "L0747657" "PF" "S0819591" "Y" "A0879160" NA "" "" "ICD10" "PT" "W54" "Bitten or struck by dog" 3 "N" NA NA
"1078517" "C0479249" "ENG" "P" "L0693254" "PF" "S0819580" "Y" "A0879147" NA "" "" "ICD10" "PT" "W58" "Bitten or struck by crocodile or alligator" 3 "N" NA NA
"1078521" "C0479260" "ENG" "P" "L0747636" "PF" "S0819569" "Y" "A0879134" NA "" "" "ICD10" "PT" "W59" "Bitten or crushed by other reptiles" 3 "N" NA NA
"1078525" "C0479271" "ENG" "P" "L0796764" "PF" "S0847033" "Y" "A0905592" NA "" "" "ICD10" "PT" "W60" "Contact with plant thorns and spines and sharp leaves" 3 "N" NA NA
"1078529" "C0479282" "ENG" "P" "L0701809" "PF" "S0875760" "Y" "A0934093" NA "" "" "ICD10" "PT" "W64" "Exposure to other and unspecified animate mechanical forces" 3 "N" NA NA
"1078533" "C0479303" "ENG" "P" "L0741411" "PF" "S0863601" "Y" "A0922255" NA "" "" "ICD10" "PT" "W66" "Drowning and submersion following fall into bath-tub" 3 "N" NA NA
"1078537" "C0479324" "ENG" "P" "L0819542" "PF" "S0863623" "Y" "A0922281" NA "" "" "ICD10" "PT" "W68" "Drowning and submersion following fall into swimming-pool" 3 "N" NA NA
"1078541" "C0479345" "ENG" "P" "L0819541" "PF" "S0863612" "Y" "A0922268" NA "" "" "ICD10" "PT" "W70" "Drowning and submersion following fall into natural water" 3 "N" NA NA
"1078545" "C0479356" "ENG" "P" "L0819612" "PF" "S0975122" "Y" "A1033373" NA "" "" "ICD10" "PT" "W73" "Other specified drowning and submersion" 3 "N" NA NA
"1078548" "C0479377" "ENG" "P" "L0673932" "PF" "S0970447" "Y" "A1027212" NA "" "" "ICD10" "HT" "W75-W84.9" "Other accidental threats to breathing" 3 "N" NA NA
"1078551" "C0479378" "ENG" "P" "L0673839" "PF" "S0797571" "Y" "A0857078" NA "" "" "ICD10" "PT" "W75" "Accidental suffocation and strangulation in bed" 3 "N" NA NA
"1078555" "C0479389" "ENG" "P" "L0674450" "PF" "S0970433" "Y" "A1027196" NA "" "" "ICD10" "PT" "W76" "Other accidental hanging and strangulation" 3 "N" NA NA
"1078559" "C0479400" "ENG" "P" "L0758934" "PF" "S1045876" "Y" "A1103264" NA "" "" "ICD10" "PT" "W77" "Threat to breathing due to cave-in, falling earth and other substances" 3 "N" NA NA
"1078562" "C0479431" "ENG" "P" "L0651558" "PF" "S0912978" "Y" "A0969607" NA "" "" "ICD10" "PX" "W80" "Inhalation and ingestion of other objects causing obstruction of respiratory tract as an external cause of morbidity and mortality" 3 "N" NA NA
"1078564" "C0479431" "ENG" "S" "L0775205" "PF" "S0912977" "Y" "A0969604" NA "" "" "ICD10" "PS" "W80" "Inhalation and ingestion of other objects causing obstruction of respiratory tract" 3 "Y" NA NA
"1078567" "C0479442" "ENG" "P" "L0649952" "PF" "S0844576" "Y" "A0902839" NA "" "" "ICD10" "PX" "W81" "Confined to or trapped in a low-oxygen environment as an external cause of morbidity and mortality" 3 "N" NA NA
"1078569" "C0479442" "ENG" "S" "L0653929" "PF" "S0844575" "Y" "A0902836" NA "" "" "ICD10" "PS" "W81" "Confined to or trapped in a low-oxygen environment" 3 "Y" NA NA
"1078572" "C0479462" "ENG" "P" "L0651550" "PF" "S0976524" "Y" "A1034930" NA "" "" "ICD10" "PX" "W83" "Other specified threats to breathing as an external cause of morbidity and mortality" 3 "N" NA NA
"1078574" "C0479462" "ENG" "S" "L0759093" "PF" "S0976523" "Y" "A1034927" NA "" "" "ICD10" "PS" "W83" "Other specified threats to breathing" 3 "Y" NA NA
"1078577" "C0479463" "ENG" "P" "L0651551" "PF" "S1055066" "Y" "A1112969" NA "" "" "ICD10" "PX" "W84" "Unspecified threat to breathing as an external cause of morbidity and mortality" 3 "N" NA NA
"1078579" "C0479463" "ENG" "S" "L0759119" "PF" "S1055065" "Y" "A1112966" NA "" "" "ICD10" "PS" "W84" "Unspecified threat to breathing" 3 "Y" NA NA
"1078582" "C0479483" "ENG" "P" "L0651576" "PF" "S0875516" "Y" "A0933831" NA "" "" "ICD10" "PX" "W85" "Exposure to electric transmission lines as an external cause of morbidity and mortality" 3 "N" NA NA
"1078585" "C0479483" "ENG" "S" "L0824669" "PF" "S0875515" "Y" "A0933828" NA "" "" "ICD10" "PS" "W85" "Exposure to electric transmission lines" 3 "Y" 256 NA
"1078588" "C0479484" "ENG" "P" "L0651574" "PF" "S0875822" "Y" "A0934156" NA "" "" "ICD10" "PX" "W86" "Exposure to other specified electric current as an external cause of morbidity and mortality" 3 "N" NA NA
"1078591" "C0479484" "ENG" "S" "L0803056" "PF" "S0875821" "Y" "A0934153" NA "" "" "ICD10" "PS" "W86" "Exposure to other specified electric current" 3 "Y" NA NA
"1078594" "C0479494" "ENG" "P" "L0651575" "PF" "S0875969" "Y" "A0934320" NA "" "" "ICD10" "PX" "W87" "Exposure to unspecified electric current as an external cause of morbidity and mortality" 3 "N" NA NA
"1078596" "C0479494" "ENG" "S" "L0803058" "PF" "S0875968" "Y" "A0934317" NA "" "" "ICD10" "PS" "W87" "Exposure to unspecified electric current" 3 "Y" NA NA
"1078599" "C0479513" "ENG" "P" "L0651587" "PF" "S0875678" "Y" "A0934016" NA "" "" "ICD10" "PX" "W88" "Exposure to ionizing radiation as an external cause of morbidity and mortality" 3 "N" NA NA
"1078602" "C0479513" "ENG" "S" "L0831540" "PF" "S0875677" "Y" "A0934012" NA "" "" "ICD10" "PS" "W88" "Exposure to ionizing radiation" 3 "Y" 256 NA
"1078606" "C0479514" "ENG" "P" "L0651588" "PF" "S0875709" "Y" "A0934042" NA "" "" "ICD10" "PX" "W89" "Exposure to man-made visible and ultraviolet light as an external cause of morbidity and mortality" 3 "N" NA NA
"1078609" "C0479514" "ENG" "S" "L0831544" "PF" "S0875708" "Y" "A0934039" NA "" "" "ICD10" "PS" "W89" "Exposure to man-made visible and ultraviolet light" 3 "Y" NA NA
"1078612" "C0479524" "ENG" "P" "L0651589" "PF" "S0875807" "Y" "A0934148" NA "" "" "ICD10" "PX" "W90" "Exposure to other nonionizing radiation as an external cause of morbidity and mortality" 3 "N" NA NA
"1078615" "C0479524" "ENG" "S" "L0831557" "PF" "S0875806" "Y" "A0934147" NA "" "" "ICD10" "PS" "W90" "Exposure to other nonionizing radiation" 3 "Y" NA NA
"1078619" "C0479543" "ENG" "P" "L0651579" "PF" "S0875553" "Y" "A0933872" NA "" "" "ICD10" "PX" "W92" "Exposure to excessive heat of man-made origin as an external cause of morbidity and mortality" 3 "N" NA NA
"1078622" "C0479543" "ENG" "S" "L0829649" "PF" "S0875552" "Y" "A0933869" NA "" "" "ICD10" "PS" "W92" "Exposure to excessive heat of man-made origin" 3 "Y" 256 NA
"1078625" "C0479553" "ENG" "P" "L0651560" "PF" "S0875541" "Y" "A0933858" NA "" "" "ICD10" "PX" "W93" "Exposure to excessive cold of man-made origin as an external cause of morbidity and mortality" 3 "N" NA NA
"1078628" "C0479553" "ENG" "S" "L0789200" "PF" "S0875540" "Y" "A0933855" NA "" "" "ICD10" "PS" "W93" "Exposure to excessive cold of man-made origin" 3 "Y" 256 NA
"1078631" "C0479563" "ENG" "P" "L0651340" "PF" "S0875601" "Y" "A0933928" NA "" "" "ICD10" "PX" "W94" "Exposure to high and low air pressure and changes in air pressure as an external cause of morbidity and mortality" 3 "N" NA NA
"1078634" "C0479563" "ENG" "S" "L0690231" "PF" "S0875600" "Y" "A0933925" NA "" "" "ICD10" "PS" "W94" "Exposure to high and low air pressure and changes in air pressure" 3 "Y" NA NA
"1078637" "C0479573" "ENG" "P" "L0651578" "PF" "S0875795" "Y" "A0934136" NA "" "" "ICD10" "PX" "W99" "Exposure to other and unspecified man-made environmental factors as an external cause of morbidity and mortality" 3 "N" NA NA
"1078639" "C0479573" "ENG" "S" "L0827153" "PF" "S0875794" "Y" "A0934133" NA "" "" "ICD10" "PS" "W99" "Exposure to other and unspecified man-made environmental factors" 3 "Y" NA NA
"1078642" "C0479583" "ENG" "P" "L0651555" "PF" "S0875934" "Y" "A0934281" NA "" "" "ICD10" "PX" "X00" "Exposure to uncontrolled fire in building or structure as an external cause of morbidity and mortality" 3 "N" NA NA
"1078645" "C0479583" "ENG" "S" "L0760791" "PF" "S0875933" "Y" "A0934278" NA "" "" "ICD10" "PS" "X00" "Exposure to uncontrolled fire in building or structure" 3 "Y" NA NA
"1078649" "C0479665" "ENG" "S" "L0796676" "PF" "S0846699" "Y" "A0905221" NA "" "" "ICD10" "HT" "X10-X19.9" "Contact with heat and hot substances" 3 "N" NA NA
"1078651" "C0479720" "ENG" "P" "L0651527" "PF" "S0846771" "Y" "A0905305" NA "" "" "ICD10" "PX" "X16" "Contact with hot heating appliances, radiators and pipes as an external cause of morbidity and mortality" 3 "N" NA NA
"1078654" "C0479720" "ENG" "S" "L0713521" "PF" "S0846770" "Y" "A0905302" NA "" "" "ICD10" "PS" "X16" "Contact with hot heating appliances, radiators and pipes" 3 "Y" NA NA
"1078657" "C0479731" "ENG" "P" "L0651563" "PF" "S0846759" "Y" "A0905291" NA "" "" "ICD10" "PX" "X17" "Contact with hot engines, machinery and tools as an external cause of morbidity and mortality" 3 "N" NA NA
"1078660" "C0479731" "ENG" "S" "L0796561" "PF" "S0846758" "Y" "A0905288" NA "" "" "ICD10" "PS" "X17" "Contact with hot engines, machinery and tools" 3 "Y" NA NA
"1078663" "C0479742" "ENG" "P" "L0651566" "PF" "S0846963" "Y" "A0905514" NA "" "" "ICD10" "PX" "X18" "Contact with other hot metals as an external cause of morbidity and mortality" 3 "N" NA NA
"1078666" "C0479742" "ENG" "S" "L1225494" "PF" "S0846962" "Y" "A0905511" NA "" "" "ICD10" "PS" "X18" "Contact with other hot metals" 3 "Y" 256 NA
"1078669" "C0479753" "ENG" "P" "L0651565" "PF" "S0846921" "Y" "A0905466" NA "" "" "ICD10" "PX" "X19" "Contact with other and unspecified heat and hot substances as an external cause of morbidity and mortality" 3 "N" NA NA
"1078671" "C0479753" "ENG" "S" "L0796675" "PF" "S0846920" "Y" "A0905463" NA "" "" "ICD10" "PS" "X19" "Contact with other and unspecified heat and hot substances" 3 "Y" NA NA
"1078674" "C0479764" "ENG" "P" "L0651520" "PF" "S0847195" "Y" "A0905773" NA "" "" "ICD10" "PX" "X29" "Contact with unspecified venomous animal or plant as an external cause of morbidity and mortality" 3 "N" NA NA
"1078676" "C0479764" "ENG" "S" "L0701631" "PF" "S0847194" "Y" "A0905770" NA "" "" "ICD10" "PS" "X29" "Contact with unspecified venomous animal or plant" 3 "Y" NA NA
"1078678" "C0479764" "ENG" "S" "L0701633" "PF" "S0847206" "Y" "A0905784" NA "" "" "ICD10" "HT" "X20-X29.9" "Contact with venomous animals and plants" 3 "N" NA NA
"1078681" "C0479765" "ENG" "P" "L0651569" "PF" "S0847222" "Y" "A0905806" NA "" "" "ICD10" "PX" "X20" "Contact with venomous snakes and lizards as an external cause of morbidity and mortality" 3 "N" NA NA
"1078683" "C0479765" "ENG" "S" "L0796778" "PF" "S0847221" "Y" "A0905803" NA "" "" "ICD10" "PS" "X20" "Contact with venomous snakes and lizards" 3 "Y" NA NA
