"CUI_inp" "CUI_inp_name" "Map_type" "CUI_out" "CUI_out_name"
"692" "C0006023" "Borna Disease" "G/P" "C0751098" "Mosquito-borne viral encephalitis"
"693" "C0270921" "Axonal neuropathy" "G/P" "C0152025;C0477401" "Polyneuropathy;Other disorders of peripheral nervous system"
"694" "C0235620" "Haemorrhage urinary tract" "G/P" "C0019065;C0042075;C0348668;C0869085" "Hemoperitoneum;Urologic Diseases;Other and unspecified disorders of the circulatory system;Hemorrhage, not elsewhere classified in ICD10CM"
"695" "C2242996" "Has tingling sensation" "A" "C0012766;C0235046" "Skin sensation disturbance;Paresthesia of skin"
"696" "C0235557" "Granuloma of lung" "G/P" "C0348703;C0406047;C0494214" "Other interstitial pulmonary diseases with fibrosis;Local infection skin/subcut tissue NOS;Neoplasm of uncertain or unknown behavior of lymphoid, hematopoietic and related tissue, unspecified"
"697" "C0860447" "Darkened skin" "G/P" "C0549567" "Pigmentation Disorders"
"698" "C0403814" "Congenital bilateral aplasia of vas deferens" "A" "C0478051" "Other congenital malformations of vas deferens, epididymis, seminal vesicles and prostate"
"699" "C0392175" "Hemorrhage of kidney" "G/P" "C0019065;C0268701;C0348668;C0869085;C1609433" "Hemoperitoneum;Disorder of kidney and ureter, unspecified;Other and unspecified disorders of the circulatory system;Hemorrhage, not elsewhere classified in ICD10CM;Congenital absence of kidneys syndrome"
"700" "C0332877" "Congenital premature fusion" "G/P" "C0000768" "Congenital Abnormality"
"701" "C1834580" "MYOCLONUS AND ATAXIA" "G/P" "C0393519" "Cerebellar Ataxia, Early Onset"
"702" "C0679499" "sexual deviance" "G/P" "C0017250;C0349293;C0935617" "Psychosexual identity disorder;Psychosexual development disorder, unspecified;Disorders of sexual preference"
"703" "C0497573" "Condylomata acuminata in women" "G/P" "C0009663" "Condylomata Acuminata"
"704" "C1720814" "Anterior Urethral Stricture" "G/P" "C0041974" "Urethral Stricture"
"705" "C0409966" "Osteoarthritis of first metatarsalphalangeal joint" "G/P" "C0022408;C0158360" "Arthropathy;Ledderhose disease"
"706" "C0742020" "Recurrent cellulitis" "G/P" "C0007642" "Cellulitis"
"707" "C1456174" "Extrinsic discoloration of teeth" "G/P" "C0011346" "Dental Deposits"
"708" "C2348101" "Destructive Arthritis" "G/P" "C0003864" "Arthritis"
"709" "C2887551" "Complete loss of teeth" "G/P" "C0494707" "Other disorders of teeth and supporting structures"
"710" "C2887589" "Partial loss of teeth" "G/P" "C0494707" "Other disorders of teeth and supporting structures"
"711" "C1290325" "Disorder of lower respiratory system" "A" "C0035204" "Respiration Disorders"
"712" "C0274524" "Poisoning by mitomycin" "G/P" "C0412836" "Poisoning by antineoplastic AND/OR immunosuppressive drug"
"713" "C0333910" "Hyperchromatism" "G/P" "C0018939" "Hematological Disease"
"714" "C0345563" "Neoplasm of buccal mucosa" "G/P" "C0153381;C0263978;C0348725;C0495680" "Malignant neoplasm of mouth;Disorder of soft tissue;Other and unspecified lesions of oral mucosa;Localized swelling, mass and lump, unspecified"
"715" "C0871099" "positive and negative symptoms" "O" "C0036341" "Schizophrenia"
"716" "C1269766" "Disorder of basilar artery" "A" "C0007820" "Cerebrovascular Disorders"
"717" "C0302527" "Pathological personality NOS" "O" "C0001546;C0233407;C0349204;C0349709" "Adjustment Disorders;Disorientation;Nonorganic psychosis;Acute schizophrenia-like psychotic disorder"
"718" "C0086237" "Epilepsy, Cryptogenic" "G/P" "C0014544" "Epilepsy"
"719" "C0851257" "nail avulsion injury" "G/P" "C0027339;C0478392;C3263723" "Nail Diseases;Crushing injury and traumatic amputation of unspecified body region;Traumatic injury"
"720" "C2921138" "visuospatial deficit" "G/P" "C0495688" "Other symptoms and signs involving cognitive functions and awareness"
"721" "C0016735" "Frontal Sinusitis" "G/P" "C0149516" "Chronic sinusitis"
"722" "C0009777" "Conn Adenoma" "G/P" "C0154040" "Benign neoplasm of adrenal gland"
"723" "C0277005" "Infection by Opisthorchis viverrini" "A" "C0029106" "Opisthorchiasis"
"724" "C3698065" "Post-splenectomy sepsis" "G/P" "C0036690" "Septicemia"
"725" "C0747635" "Bilateral pleural effusion" "A" "C0494685" "Pleural effusion, not elsewhere classified"
"726" "C0423479" "Ear symptom" "G/C" "C0013456" "Earache"
"727" "C0276638" "Pseudoscarlatina" "A" "C0348184;C0494089" "Unspecified viral infection characterized by skin and mucous membrane lesions;Other specified viral infections characterized by skin and mucous membrane lesions"
"728" "C0919532" "Genomic Instability" "G/C" "C0008626" "Congenital chromosomal disease"
"729" "C2881341" "Hypermetropia, bilateral" "G/P" "C0020490" "Hyperopia"
"730" "C0158466" "Acquired cubitus varus" "G/P" "C0022408;C0264132;C0264155;C0410740;C0477574" "Arthropathy;Acquired musculoskeletal deformity;Acquired deformity of limb;Acquired deformity of finger;Other specified acquired deformities of limbs"
"731" "C1282418" "Primary acquired nasolacrimal duct obstruction" "A" "C0155242" "Stenosis and insufficiency of lacrimal passages"
"732" "C0264929" "Pulmonary apoplexy" "G/P" "C0178272" "Disorder of pulmonary circulation"
"733" "C1959869" "Aphthous ulceration of skin and/or mucous membrane (disorder)" "G/P" "C0494891" "Chronic ulcer of skin, not elsewhere classified"
"734" "C3698200" "Postoperative sepsis" "G/P" "C0036690;C0496134" "Septicemia;Infection following a procedure, not elsewhere classified"
"735" "C0597162" "paired helical filament" "G/P" "C0524851" "Neurodegenerative Disorders"
"736" "C0268708" "Uremic neuropathy" "A" "C0035078" "Kidney Failure"
"737" "C1863307" "Acropectorovertebral Dysplasia, F-Form" "A" "C0029422;C0206762" "Osteochondrodysplasias;Limb Deformities, Congenital"
"738" "C0242154" "Poisoning by vitamin D" "G/P" "C0274829;C0409910" "Toxic effect of chiefly nonmedicinal substance;Gout secondary to drug"
"739" "C0743497" "Endobronchial Mass" "G/P" "C0495786" "Abnormal findings on diagnostic imaging of lung"
"740" "C0162838" "Porokeratosis, Palmoplantar" "A" "C2363246" "Other specified congenital malformations of skin"
"741" "C0342304" "Hyperglycemic disorder in pregnancy" "G/P" "C0020456" "Hyperglycemia"
"742" "C1861964" "Callosities, Hereditary Painful" "G/P" "C0157726" "Corns and callus"
"743" "C0267992" "Obesity of endocrine origin" "A" "C0014130" "Endocrine System Diseases"
"744" "C1720297" "Disorder associated with type 1 diabetes mellitus" "A" "C1299613" "Insulin-dependent diabetes mellitus with unspecified complications"
"745" "C0282005" "Swelling of scrotum" "A" "C0029782" "Other specified disorders of male genital organs"
"746" "C0856561" "Opium addiction" "O" "C0029104;C0349106;C0349107;C0349108;C0349109;C0349110;C0349111;C0494376;C0494389" "Opioid withdrawal;Mental and behavioral disorders due to use of opioids, withdrawal state with delirium;Mental and behavioral disorders due to use of opioids, psychotic disorder;Mental and behavioral disorders due to use of opioids, amnesic syndrome;Mental and behavioral disorders due to use of opioids, residual and late-onset psychotic disorder;Mental and behavioral disorders due to use of opioids, other mental and behavioral disorders;Mental and behavioral disorders due to use of opioids, unspecified mental and behavioral disorder;Mental and behavioral disorders due to use of opioids, dependence syndrome;Mental and behavioral disorders due to multiple drug use and use of psychoactive substances, withdrawal state"
"747" "C0241219" "Spermatic cord pain" "G/P" "C0017412" "Genital Diseases, Male"
"748" "C0840888" "Open wound with infection" "G/P" "C0332802;C0451954;C0478367;C0478374;C0478386" "Multiple open wounds;Open wounds involving thorax with abdomen, lower back and pelvis;Open wounds involving other combinations of body regions;Multiple traumatic amputations, unspecified;Open wound of unspecified body region"
"749" "C0687148" "Mineral deficiency" "A" "C0348475" "Deficiency of other specified nutrient elements"
"750" "C2826105" "GATA1 Gene Mutation" "O" "C0008311;C0013080;C0023467;C0149955;C0156273;C0265740;C0265780;C0266011;C0432378;C1609433" "Cholangitis;Down Syndrome;Leukemia, Myelocytic, Acute;Annular pancreas;Bladder Diverticulum;Arrhinia;Congenital absence of lung;Accessory nipple;Congenital malformations of other endocrine glands;Congenital absence of kidneys syndrome"
"751" "C1857451" "Acth-Independent Macronodular Adrenal Hyperplasia" "A" "C0010481" "Cushing Syndrome"
"752" "C0475059" "Subdural Hematoma, Traumatic" "G/P" "C0494607" "Subdural hemorrhage (acute) (nontraumatic)"
"753" "C0751658" "Ulnar Nerve Entrapment Syndrome" "A" "C1288279" "Lesion of ulnar nerve"
"754" "C0232520" "Absent deglutition" "O" "C0011168" "Deglutition Disorders"
"755" "C0751741" "Putaminal Hemorrhage" "A" "C0494602" "Intracerebral hemorrhage in hemisphere, subcortical"
"756" "C2044987" "intraepithelial glandular neoplasia of cervix" "G/P" "C0007868" "Cervical dysplasia"
"757" "C0406366" "Post-inflammatory hyperpigmentation in lichen planus" "G/P" "C0023646;C0333616" "Lichen Planus;Postinflammatory hyperpigmentation"
"758" "C0598854" "spinal hernia" "A" "C0080178;C0497552" "Spina Bifida;Congenital neurologic anomalies"
"759" "C0920196" "Blepharal carcinoma" "G/P" "C0006826;C0496796" "Malignant Neoplasms;Malignant neoplasm of skin of eyelid, including canthus"
"760" "C0269389" "Miscarriage in second trimester" "G/P" "C0000786" "Spontaneous abortion"
"761" "C0149886" "Seizure, Febrile, Simple" "A" "C0009952" "Febrile Convulsions"
"762" "C0270933" "Inflammatory neuropathy" "A" "C0477402" "Inflammatory polyneuropathy, unspecified"
"763" "C3671018" "Avulsion of tendon" "G/P" "C0478391;C0478392;C0478393" "Injury of muscles and tendons of unspecified body region;Crushing injury and traumatic amputation of unspecified body region;Other injuries of unspecified body region"
"764" "C2674009" "Microcornea, Rod-Cone Dystrophy, Cataract, And Posterior Staphyloma" "O" "C0008521" "Choroid Diseases"
"765" "C0333664" "Granular atrophy" "G/C" "C0007820;C0155764;C0524851" "Cerebrovascular Disorders;Unspecified disorders of arteries and arterioles;Neurodegenerative Disorders"
"766" "C3840205" "Anxiety disorder in mother complicating childbirth" "G/P" "C0003469" "Anxiety Disorders"
"767" "C3696884" "Pulmonary hypertension due to chronic obstructive pulmonary disease" "G/P" "C0152171" "Idiopathic pulmonary hypertension"
"768" "C0235204" "Irrational thoughts" "G/P" "C0004936;C0027765;C0478136;C0556006" "Mental disorders;nervous system disorder;Other and unspecified symptoms and signs involving cognitive functions and awareness;Mental, behavioral disorders"
"769" "C0262977" "Achromia of skin" "G/P" "C0478124;C0494871;C0549567" "Other and unspecified skin changes;Leukoderma, not elsewhere classified;Pigmentation Disorders"
"770" "C0410257" "Traumatic rhabdomyolysis" "A" "C0496123" "Traumatic ischemia of muscle"
"771" "C0269203" "Fibrosis of cervix" "G/P" "C0007855;C0007860;C0007871;C0020561;C0156377;C0156379" "Cervical polyp;Uterine Cervicitis;Uterine Cervical Incompetence;Hypertrophic elongation of cervix;Noninflammatory cervical disorder;Old laceration of cervix"
"772" "C0393831" "Asymptomatic diabetic neuropathy" "G/P" "C0152025;C0694477;C2362567" "Polyneuropathy;Polyneuropathy associated with another disorder;Unspecified diabetes mellitus with neurological complications"
"773" "C3272793" "Filiform Serrated Adenoma" "G/P" "C0086692;C0348412" "Benign Neoplasm;benign neoplasm ill-defined sites with the digestive system"
"774" "C1854107" "Hyperaldosteronism, Familial, Type II" "A" "C0020428" "Hyperaldosteronism"
"775" "C0473132" "Toddler diarrhea" "G/P" "C0178238;C0348101" "Intestinal infectious disease (disorder);Diarrhea and gastroenteritis of presumed infectious origin"
"776" "C1275046" "Radiation-induced skin malignancy" "G/P" "C0007114;C0034525" "Malignant neoplasm of skin;Effects of radiation"
"777" "C0362050" "Late effects of poliomyelitis" "A" "C1331981" "Sequelae of poliomyelitis"
"778" "C2981620" "Stage IIIC Hepatocellular Carcinoma" "G/P" "C2239176" "Liver carcinoma"
"779" "C0546410" "Arsenic pigmentation" "G/P" "C0549567" "Pigmentation Disorders"
"780" "C0086238" "Secondary generalized epilepsy" "G/P" "C0014544;C0270850;C0494475" "Epilepsy;Idiopathic generalized epilepsy;Tonic - clonic seizures"
"781" "C0422891" "Sensory Agnosia" "G/P" "C0001816" "Agnosia"
"782" "C1167677" "Infrequent bowel movements" "G/P" "C0012242;C0152945" "Digestive System Disorders;Gastrointestinal anthrax"
"783" "C0868115" "exposure to x-rays" "G/P" "C0479513" "Exposure to ionizing radiation"
"784" "C0404870" "Unruptured tubal pregnancy" "A" "C0032994" "Pregnancy, Tubal"
"785" "C0221388" "Chronic nonalcoholic liver disease" "A" "C0023895" "Liver diseases"
"786" "C1740831" "Chronic chest pain" "A" "C0008031" "Chest Pain"
"787" "C0339294" "Corneal rust ring" "A" "C0339249" "Corneal pigmentations and deposits"
"788" "C1403880" "Viral meningoencephalitis" "A" "C0243010" "Viral Encephalitis"
"789" "C0014534" "Epididymitis" "A" "C0495077" "Orchitis, epididymitis and epididymo-orchitis without abscess"
"790" "C1261567" "Congenital tracheal agenesis" "G/P" "C0000768;C0478016" "Congenital Abnormality;Other congenital malformations of trachea"
"791" "C0586735" "Osteoarthritis of foot joint" "G/P" "C0022408;C0158360" "Arthropathy;Ledderhose disease"
"792" "C0541760" "Hepatic adenoma" "A" "C0496870" "Benign neoplasm of liver"
"793" "C0729524" "Bacterial urinary infection" "G/P" "C0004623;C0042029;C2939130" "Bacterial Infections;Urinary tract infection;Other bacterial diseases"
"794" "C0235641" "Pain in female perineum" "A" "C0478659" "Pelvic and perineal pain"
"795" "C1333467" "squamous cell papilloma of esophagus" "G/P" "C0153942" "Benign neoplasm of esophagus"
"796" "C3839609" "Complex craniosynostosis" "A" "C0010278" "Craniosynostosis"
"797" "C1334755" "Microinvasive Malignant Neoplasm" "G/P" "C0006826" "Malignant Neoplasms"
"798" "C0270897" "Erb-Duchenne Paralysis" "A" "C0270107" "Erb-Duchenne palsy as birth trauma"
"799" "C0029191" "Orchitis" "A" "C0495077" "Orchitis, epididymitis and epididymo-orchitis without abscess"
"800" "C0577699" "Controlled atrial fibrillation" "A" "C0155709" "Atrial fibrillation and flutter"
"801" "C0560317" "Injury of sinus" "G/P" "C0018674;C0348690;C3263723" "Craniocerebral Trauma;Other specified disorders of nose and nasal sinuses;Traumatic injury"
"802" "C0376411" "Caries, Cervical" "G/P" "C0162644" "Root Caries"
"803" "C0414288" "Fall on train" "A" "C0477160" "Occupant of railway train or railway vehicle injured by fall in railway train or railway vehicle"
"804" "C0346161" "Malignant epithelial tumor of ovary" "A" "C1140680" "Malignant neoplasm of ovary"
"805" "C0268026" "Chloride disorder" "A" "C0869048" "Other disorders of electrolyte and fluid balance, not elsewhere classified"
"806" "C0272193" "Allergic eosinophilia" "A" "C0014457" "Eosinophilia"
"807" "C3825407" "Thalassemia in children" "A" "C0039730" "Thalassemia"
"808" "C0341058" "Exfoliative cheilitis" "A" "C0023760" "Lip Diseases"
"809" "C0024953" "Maxillary Fractures" "G/P" "C0022362;C0452077" "Jaw Diseases;Fracture of skull and facial bones"
"810" "C0333432" "Primary degeneration" "O" "C0004138;C0004138;C0393519;C0393519;C0394004;C0477348" "Ataxias, Hereditary;Ataxias, Hereditary;Cerebellar Ataxia, Early Onset;Cerebellar Ataxia, Early Onset;Congenital non-progressive ataxia;Other hereditary ataxias"
"811" "C1333840" "Grade 2 Malignant Neoplasm" "G/P" "C0006826" "Malignant Neoplasms"
"812" "C0343148" "Contracture of ankle joint" "G/P" "C0009918" "Contracture of joint"
"813" "C2931480" "Neurofibromatosis, Type 3, mixed central and peripheral" "G/P" "C0495632" "Neurofibromatosis (nonmalignant)"
"814" "C1659098" "Complete paraplegia" "A" "C0030486" "Paraplegia"
"815" "C2826327" "PTPN11 Gene Mutation" "O" "C0008311;C0149955;C0156273;C0265740;C0265780;C0266011;C0432378;C0598894;C1609433" "Cholangitis;Annular pancreas;Bladder Diverticulum;Arrhinia;Congenital absence of lung;Accessory nipple;Congenital malformations of other endocrine glands;Monocytic leukemia;Congenital absence of kidneys syndrome"
"816" "C0750196" "Pulseless ventricular tachycardia" "A" "C0042514" "Tachycardia, Ventricular"
"817" "C0161458" "Injury of ulnar nerve" "A" "C0451649;C0451650;C0495880" "Injury of ulnar nerve at wrist and hand level;Injury of ulnar nerve at upper arm level;Injury of ulnar nerve at forearm level"
"818" "C0687115" "dysfunctional family" "G/C" "C0003431" "Antisocial Personality Disorder"
"819" "C0544849" "Hair dystrophy" "G/P" "C0494861;C0549150" "Hair color and hair shaft abnormality, unspecified;Pseudofolliculitis barbae (disorder)"
"820" "C0854392" "Vena cava injury" "G/P" "C0178324" "Vascular System Injuries"
"821" "C0857055" "bleeding from teeth" "O" "C0017181;C0348725;C0349369" "Gastrointestinal Hemorrhage;Other and unspecified lesions of oral mucosa;Disorder of gingiva and edentulous alveolar ridge, unspecified"
"822" "C0394016" "Coma, Post-Head Injury" "A" "C0009421" "Comatose"
"823" "C0456483" "Simple Endometrial Hyperplasia" "A" "C0349578" "Complex Endometrial Hyperplasia"
"824" "C3694279" "Middle East Respiratory Syndrome" "G/P" "C0206750" "Coronavirus Infections"
"825" "C0570701" "Carboplatin allergy" "G/P" "C0478506" "Unspecified adverse effect of drug or medicament"
"826" "C0920289" "Sluggishness" "G/P" "C0004936" "Mental disorders"
"827" "C0302869" "pyogenic; meningitis" "A" "C0085437" "Meningitis, Bacterial"
"828" "C0428992" "Run of atrial premature complexes" "A" "C0033036" "Atrial Premature Complexes"
"829" "C0406629" "Disorder of scalp" "O" "C0149955;C0178298;C0221271" "Annular pancreas;Skin and subcutaneous tissue disorders;Elastosis perforans serpiginosa"
"830" "C0524812" "Intracranial Hypotension" "G/P" "C0006111" "Brain Diseases"
"831" "C3850067" "Cerebrospinal Fluid Leak, Spontaneous" "G/P" "C0018674" "Craniocerebral Trauma"
"832" "C0344724" "Ostium secundum atrial septal defect" "A" "C0018817" "Atrial Septal Defects"
"833" "C0238045" "Carotid-Cavernous Sinus Fistula" "G/P" "C0155760;C0160680;C0235522" "Rupture of artery;Carotid Artery Injuries;Disorder of vein"
"834" "C2936443" "Infectious Ventriculitis" "G/P" "C0014058" "Encephalitis, myelitis and encephalomyelitis"
"835" "C0266385" "Uterus arcuatus" "G/P" "C0266365;C0431633;C0478045" "Congenital anomaly of female genital system;Congenital malformation of uterus and cervix;Other congenital malformations of uterus and cervix"
"836" "C0280268" "stage, Wilms' tumor and other childhood kidney tumors" "G/C" "C0006826;C0042075;C0268701;C0348362;C0494158;C1261378" "Malignant Neoplasms;Urologic Diseases;Disorder of kidney and ureter, unspecified;Malignant neoplasm of connective and soft tissue, unspecified;Malignant neoplasm of kidney, except pelvis;Encounter due to family history of malignant neoplasm"
"837" "C3179239" "Osteopetrosis Autosomal Dominant Type 2" "G/P" "C0029454" "Albers-Schonberg disease"
"838" "C0855153" "Primary mediastinal large B-cell lymphoma recurrent" "G/P" "C0079744;C0494172;C0751552" "Diffuse Large B-Cell Lymphoma;Other specified and unspecified types of non-Hodgkin lymphoma;Malignant neoplasm of thymus"
"839" "C0340392" "Functional tricuspid regurgitation" "A" "C0264778;C0340389" "Rheumatic tricuspid valve regurgitation;Tricuspid valve regurgitation, non-rheumatic"
"840" "C0341132" "Corrosive stricture of esophagus" "A" "C0239296" "Obstruction of esophagus"
"841" "C0151559" "Central nervous system depression (disorder)" "G/P" "C0007682" "CNS disorder"
"842" "C0085400" "Neurofibrillary degeneration (morphologic abnormality)" "G/P" "C0524851" "Neurodegenerative Disorders"
"843" "C3839604" "Postpartum gestational diabetes mellitus" "A" "C0085207" "Gestational Diabetes"
"844" "C0271086" "Toxic maculopathy" "A" "C0339436;C0339438" "Degeneration of macula and posterior pole;Other retinal disorders"
"845" "C0278112" "Cerebral hemiplegia" "G/P" "C0018991" "Hemiplegia"
"846" "C0948824" "Anemia due to blood loss" "G/P" "C0002871;C0348668" "Anemia;Other and unspecified disorders of the circulatory system"
"847" "C0221150" "Swallowing painful" "A" "C0011168;C0478121" "Deglutition Disorders;Other specified symptoms and signs involving the digestive system and abdomen"
"848" "C1864155" "Dermatitis, Atopic, 1" "A" "C0011615" "Dermatitis, Atopic"
"849" "C2367455" "acute megakaryoblastic leukemia in relapse" "G/P" "C0023462" "Acute Megakaryocytic Leukemias"
"850" "C0161823" "Traumatic neuroma" "A" "C0161479" "Nerve injury"
"851" "C0162848" "Lichenoid Eruptions" "G/P" "C0149922;C0162818" "Lichen Simplex Chronicus;Skin Diseases, Papulosquamous"
"852" "C0025237" "Melnick-Needles Syndrome" "G/P" "C0029422" "Osteochondrodysplasias"
"853" "C0541798" "Early Awakening" "A" "C0021603" "Sleep Initiation and Maintenance Disorders"
"854" "C0349411" "Pangastrointestinal system dysfunction" "A" "C0012242" "Digestive System Disorders"
"855" "C1827377" "Slow acetylator due to N-acetyltransferase enzyme variant" "G/P" "C0025517" "Metabolic Diseases"
"856" "C0544691" "Hanging" "A" "C0004044" "Asphyxia"
"857" "C0151936" "Disorder of tendon" "A" "C0477645" "Disorder of synovium and tendon, unspecified"
"858" "C0344323" "Flashing" "A" "C0015269" "Exhibitionism"
"859" "C0344584" "Congenital anomaly of myocardium" "G/P" "C0018798;C0878544" "Congenital Heart Defects;Cardiomyopathies"
"860" "C0342277" "Diabetes mellitus autosomal dominant type II (disorder)" "A" "C0011860;C0494290" "Diabetes Mellitus, Non-Insulin-Dependent;Type 2 diabetes mellitus without complication"
"861" "C0231873" "Bronchial breathing" "O" "C0496675" "Medical care, unspecified"
"862" "C0235593" "Thoracic lymphadenopathy" "A" "C0478664;C0497156" "Localized enlarged lymph nodes;Lymphadenopathy"
"863" "C3687003" "Obstruction of ventriculus" "G/P" "C0494741" "Disease of stomach and duodenum, unspecified"
"864" "C0232716" "Straining at stool" "A" "C0478121" "Other specified symptoms and signs involving the digestive system and abdomen"
"865" "C2930923" "N-Acetylneuraminic acid storage disease" "G/P" "C0025517;C0154725;C0178266" "Metabolic Diseases;Other disorders of nervous system;Other disorders of central nervous system"
"866" "C0403644" "Bladder muscle dysfunction - underactive" "G/P" "C0026848;C0477761" "Myopathy;Neuromuscular dysfunction of bladder, unspecified"
"867" "C0341177" "Gastric erosions" "A" "C0494724" "Gastric ulcer, unspecified as acute or chronic, without hemorrhage or perforation"
"868" "C1299305" "Primary malignant neoplasm of stomach" "A" "C0024623" "Malignant neoplasm of stomach"
"869" "C1388934" "Atlantoaxial dislocation" "O" "C0001080;C0010314;C0013080;C0023794;C0024796;C1956097" "Achondroplasia;Cri-du-Chat Syndrome;Down Syndrome;Lipoidosis;Marfan Syndrome;Wolf-Hirschhorn Syndrome"
"870" "C1300083" "Primary malignant neoplasm of esophagus" "A" "C0546837" "Malignant neoplasm of esophagus"
"871" "C3850066" "Cerebrospinal Fluid Leak, Post-Traumatic" "G/P" "C0018674" "Craniocerebral Trauma"
"872" "C0267375" "Chronic colitis" "G/P" "C0008354;C0013371;C0178238;C0348336;C0546822" "Cholera;Shigella Infections;Intestinal infectious disease (disorder);Other and unspecified infectious diseases;Other noninfective gastroenteritis and colitis"
"873" "C0454606" "Oral Dyskinesia" "G/P" "C0012242;C0393593" "Digestive System Disorders;Dystonia Disorders"
"874" "C0740426" "Tibia pain" "G/P" "C0030193;C0231528" "Pain;Myalgia"
"875" "C0015401" "Eye foreign bodies" "A" "C0161002;C0271015" "Corneal foreign body (disorder);Retained nonmagnetic intraocular foreign body"
"876" "C3686921" "Gastrointestinal stasis" "G/P" "C0012242;C0152945" "Digestive System Disorders;Gastrointestinal anthrax"
"877" "C0413411" "Vancomycin adverse reaction" "G/P" "C0481118;C0496160" "Unspecified systemic anti-infectives and antiparasitics causing adverse effects in therapeutic use;Other specified complications of surgical and medical care, not elsewhere classified"
"878" "C3266101" "22q11 partial monosomy syndrome" "A" "C0012236;C0478099" "DiGeorge Syndrome;Other deletions of part of a chromosome"
"879" "C0341035" "Temporomandibular joint internal derangement" "G/P" "C0039494" "Temporomandibular Joint Disorders"
"880" "C0274193" "Burn of tongue" "A" "C0161321" "Burn of mouth and pharynx"
"881" "C0152155" "Threatened labour" "G/S" "C0269815" "Complication of labor and delivery, unspecified"
"882" "C2881337" "Internuclear ophthalmoplegia, bilateral" "G/P" "C0152134" "Internuclear Ophthalmoplegia"
"883" "C0567214" "Bleeding of cervix" "G/P" "C0019065;C0348668;C0869085" "Hemoperitoneum;Other and unspecified disorders of the circulatory system;Hemorrhage, not elsewhere classified in ICD10CM"
"884" "C3825119" "Eating disorders in adolescence" "No_target_concept_mapped_to" NA NA
"885" "C3825053" "Asthma in pregnancy" "No_target_concept_mapped_to" NA NA
"886" "C3826290" "Gastroesophageal reflux in children" "No_target_concept_mapped_to" NA NA
"887" "C3809468" "INCLUSION BODY MYOPATHY WITH EARLY-ONSET PAGET DISEASE WITH OR WITHOUT FRONTOTEMPORAL DEMENTIA 2" "No_target_concept_mapped_to" NA NA
"888" "C1963823" "Hyperlipasaemia" "No_target_concept_mapped_to" NA NA
"889" "C3825158" "Learning disabled" "No_target_concept_mapped_to" NA NA
"890" "C3825045" "Pain in newborn infants" "No_target_concept_mapped_to" NA NA
"891" "C0848882" "soft tissue carcinoma" "No_target_concept_mapped_to" NA NA
"892" "C0543506" "clinical acidosis" "No_target_concept_mapped_to" NA NA
"893" "C0749201" "syncope orthostatic" "No_target_concept_mapped_to" NA NA
"894" "C3161243" "Tunnel infection" "No_target_concept_mapped_to" NA NA
"895" "C0231454" "Increased flexion" "No_target_concept_mapped_to" NA NA
"896" "C3541340" "PONTINE TEGMENTAL CAP DYSPLASIA" "No_target_concept_mapped_to" NA NA
"897" "C0747544" "phalanx fracture" "No_target_concept_mapped_to" NA NA
"898" "C3809874" "LEUKEMIA, ACUTE LYMPHOBLASTIC, SUSCEPTIBILITY TO, 3" "No_target_concept_mapped_to" NA NA
"899" "C1719397" "Pain due to malignancy" "No_target_concept_mapped_to" NA NA
"900" "C1265706" "Anastomosis, functional" "No_target_concept_mapped_to" NA NA
"901" "C3826634" "Bronchitis in children" "No_target_concept_mapped_to" NA NA
"902" "C1557933" "Spermatic cord obstruction" "No_target_concept_mapped_to" NA NA
"903" "C0744943" "hip plate" "No_target_concept_mapped_to" NA NA
"904" "C3826791" "Acute abdomen in children" "No_target_concept_mapped_to" NA NA
"905" "C0035268" "Restriction fragment length polymorphism" "No_target_concept_mapped_to" NA NA
"906" "C0848769" "skin impairment" "No_target_concept_mapped_to" NA NA
"907" "C0333174" "Valve formation obstruction" "No_target_concept_mapped_to" NA NA
"908" "C3826102" "Iron deficiency anemia in children" "No_target_concept_mapped_to" NA NA
"909" "C3826140" "Immunologic diseases in children" "No_target_concept_mapped_to" NA NA
"910" "C1560447" "Heartburn or Dyspepsia" "No_target_concept_mapped_to" NA NA
"911" "C0744974" "HIV periodontitis" "No_target_concept_mapped_to" NA NA
"912" "C3826233" "Hearing impaired children" "No_target_concept_mapped_to" NA NA
"913" "C0744805" "hemorrhoid pain" "No_target_concept_mapped_to" NA NA
"914" "C0848390" "excessive urination" "No_target_concept_mapped_to" NA NA
"915" "C3825347" "Migraine in children" "No_target_concept_mapped_to" NA NA
"916" "C0850760" "cardiovascular problem" "No_target_concept_mapped_to" NA NA
"917" "C0858213" "vascular aneurysm" "No_target_concept_mapped_to" NA NA
"918" "C0878565" "j waves" "No_target_concept_mapped_to" NA NA
"919" "C0848241" "weight problem" "No_target_concept_mapped_to" NA NA
"920" "C3249875" "Laryngopharyngeal Cancer" "No_target_concept_mapped_to" NA NA
"921" "C3825320" "Depression in adolescence" "No_target_concept_mapped_to" NA NA
"922" "C1654638" "artery calcification" "No_target_concept_mapped_to" NA NA
"923" "C3825503" "Voice disorders in children" "No_target_concept_mapped_to" NA NA
"924" "C0278007" "Normal bowel habits" "No_target_concept_mapped_to" NA NA
"925" "C1706395" "Protein Truncation Abnormality" "No_target_concept_mapped_to" NA NA
"926" "C3825272" "Food allergy in infants" "No_target_concept_mapped_to" NA NA
"927" "C0520917" "Increased metabolic requirement" "No_target_concept_mapped_to" NA NA
"928" "C0850307" "skin scratch" "No_target_concept_mapped_to" NA NA
