"CUI_inp" "CUI_inp_name" "Map_type" "CUI_out" "CUI_out_name"
"667" "C0238410" "transitional cell carcinoma of renal pelvis" "G/P" "C0005684;C0153618;C0496930" "Malignant neoplasm of urinary bladder;Malignant tumor of renal pelvis;Neoplasm of uncertain or unknown behavior of bladder"
"668" "C1336215" "Stage IIIA Small Cell Lung Carcinoma" "G/P" "C0348343" "Malignant neoplasm of bronchus or lung, unspecified"
"669" "C1299632" "Diabetic skin ulcer" "G/P" "C0342257;C0494891" "Complications of Diabetes Mellitus;Chronic ulcer of skin, not elsewhere classified"
"670" "C1290889" "Inflammatory disorder of the cardiovascular system" "G/P" "C0007222" "Cardiovascular Diseases"
"671" "C0521497" "Injection site disorder" "G/P" "C0274310" "Complication of surgical and medical care, unspecified"
"672" "C0521500" "Injection site extravasation" "G/P" "C0274310" "Complication of surgical and medical care, unspecified"
"673" "C2063819" "Poisoning by silicone" "G/P" "C0274829" "Toxic effect of chiefly nonmedicinal substance"
"674" "C0340907" "Arteriovenous fistula occlusion" "G/P" "C0263978;C0348668" "Disorder of soft tissue;Other and unspecified disorders of the circulatory system"
"675" "C0267674" "Unilateral inguinal hernia with gangrene" "A" "C0156100" "Unilateral or unspecified inguinal hernia, with gangrene"
"676" "C1282491" "Metastasis from malignant tumor of soft tissues" "G/P" "C0006826" "Malignant Neoplasms"
"677" "C0730051" "Dislocated intraocular lens" "A" "C0452108" "Mechanical complication of intraocular lens"
"678" "C0854840" "Angioimmunoblastic T-cell lymphoma stage II" "G/P" "C0079774" "Peripheral T-Cell Lymphoma"
"679" "C0854846" "Intestinal T-cell lymphoma stage II" "G/P" "C0079774" "Peripheral T-Cell Lymphoma"
"680" "C0854841" "Angioimmunoblastic T-cell lymphoma stage III" "G/P" "C0079774" "Peripheral T-Cell Lymphoma"
"681" "C0854847" "Intestinal T-cell lymphoma stage III" "G/P" "C0079774" "Peripheral T-Cell Lymphoma"
"682" "C0854842" "Angioimmunoblastic T-cell lymphoma stage IV" "G/P" "C0079774" "Peripheral T-Cell Lymphoma"
"683" "C0854848" "Intestinal T-cell lymphoma stage IV" "G/P" "C0079774" "Peripheral T-Cell Lymphoma"
"684" "C0236040" "Pain in calf" "A" "C0030196" "Pain in limb"
"685" "C0264248" "Polyp of ethmoidal sinus" "A" "C0155823" "Other polyp of sinus"
"686" "C1290744" "Dental restoration failure of marginal integrity" "G/P" "C0494707" "Other disorders of teeth and supporting structures"
"687" "C2188200" "unrepairable overhanging of dental restorative materials" "G/P" "C0494707" "Other disorders of teeth and supporting structures"
"688" "C1719512" "fracture of dental restorative material without loss of material" "G/P" "C0348725;C0494707" "Other and unspecified lesions of oral mucosa;Other disorders of teeth and supporting structures"
"689" "C2750027" "Growth Hormone Deficiency With Pituitary Anomalies" "A" "C0338503" "Septo-Optic Dysplasia"
"690" "C0346973" "Secondary malignant neoplasm of large intestine" "A" "C0153681" "Secondary malignant neoplasm of large intestine and rectum"
"691" "C2216725" "malignant neoplasm of cervix stage IB1" "G/P" "C0007847" "Malignant tumor of cervix"
"692" "C1285394" "Otosclerosis of middle ear" "G/P" "C0013447" "Ear Diseases"
"693" "C1959798" "Baroreflex failure syndrome" "G/P" "C1145628" "Autonomic nervous system disorders"
"694" "C0399523" "Class I malocclusion" "G/P" "C0155939" "Dental arch relationship anomaly"
"695" "C0596813" "kidney circulation disorder" "G/P" "C0268701;C1609433" "Disorder of kidney and ureter, unspecified;Congenital absence of kidneys syndrome"
"696" "C1135350" "Chronic venous hypertension due to deep vein thrombosis" "G/P" "C0032807" "Postphlebitic Syndrome"
"697" "C0270857" "Epilepsy, Reflex" "A" "C0014544" "Epilepsy"
"698" "C0752299" "Sleep Wake Transition Disorders" "G/P" "C0236993" "Other sleep disorders"
"699" "C0013949" "Embryopathies" "G/P" "C0270075" "Perinatal disorder"
"700" "C0272446" "Injury of thigh" "A" "C0272445" "Injury of hip and thigh"
"701" "C2903515" "Pre-existing essential hypertension complicating pregnancy, unspecified trimester" "G/P" "C0495174" "Pre-existing essential hypertension complicating pregnancy, childbirth and the puerperium"
"702" "C0274261" "Foreign body in vulva" "A" "C0161025" "Foreign body in vulva and vagina"
"703" "C0854051" "Allergy to sting" "G/P" "C0020517" "Hypersensitivity"
"704" "C0266652" "Abnormal fetus" "G/P" "C0270075" "Perinatal disorder"
"705" "C0269909" "Obstetrical complication of anesthesia" "G/P" "C0269815;C0478503" "Complication of labor and delivery, unspecified;Other complications of anesthesia"
"706" "C0543799" "uremic osteodystrophy" "G/P" "C0005940;C0025517;C0477531;C0477583" "Bone Diseases;Metabolic Diseases;Localized connective tissue disorder, unspecified;Systemic involvement of connective tissue, unspecified"
"707" "C3838854" "Thyroiditis in pregnancy" "G/P" "C0040147;C0495314" "Thyroiditis;Endocrine, nutritional and metabolic disease complicating pregnancy, childbirth and puerperium"
"708" "C0011378" "Dental Leakage" "G/P" "C1704330" "Dental Diseases"
"709" "C0375241" "causalgia of upper limb" "A" "C0007462;C0154725" "Causalgia;Other disorders of nervous system"
"710" "C0520548" "Hepatic artery embolism" "A" "C0348650" "Embolism and thrombosis of other arteries"
"711" "C0855148" "Precursor B-lymphoblastic lymphoma refractory" "G/P" "C0079748;C0348396" "Precursor cell lymphoblastic lymphoma;B-cell lymphoma, unspecified"
"712" "C1335731" "Refractory T Lymphoblastic Lymphoma" "G/P" "C0023449;C0079748" "Acute lymphocytic leukemia;Precursor cell lymphoblastic lymphoma"
"713" "C1336326" "Stage II Testicular Seminoma" "G/P" "C0153594;C0348374" "Malignant neoplasm of testis;Malignant neoplasm of central nervous system"
"714" "C2830314" "Unspecified disturbances of skin sensation" "G/P" "C0012766" "Skin sensation disturbance"
"715" "C1336209" "Stage IIIA Large Cell Lung Carcinoma" "G/P" "C0348343" "Malignant neoplasm of bronchus or lung, unspecified"
"716" "C0854886" "Peritoneal mesothelioma malignant advanced" "A" "C0346109" "Malignant Mesothelioma of Peritoneum"
"717" "C0581287" "Erythema at injection site" "A" "C0041834" "Erythema"
"718" "C0037341" "Slow Virus Diseases" "G/P" "C0042769" "Virus Diseases"
"719" "C0339906" "Lung disease with polymyositis" "A" "C0085655" "Polymyositis"
"720" "C1266166" "Intracortical osteosarcoma" "G/P" "C0153509;C0153959;C0154125" "Malignant tumor of bone and articular cartilage;Benign tumor of bone and articular cartilage;Neoplasm of uncertain behavior of soft tissues"
"721" "C0221363" "Bifid nose" "A" "C0478014;C0495528" "Other congenital malformations of nose;Fissured, notched and cleft nose"
"722" "C1858517" "SPINAL MUSCULAR ATROPHY WITH RESPIRATORY DISTRESS 1" "A" "C0026847;C0035220" "Spinal Muscular Atrophy;Respiratory Distress Syndrome, Newborn"
"723" "C1334557" "Malignant Adult Brain Neoplasm" "G/P" "C0027651;C0153633;C0349015;C0349016;C0496936" "Neoplasms;Malignant neoplasm of brain;Neoplasm of uncertain or unknown behavior of brain, supratentorial;Neoplasm of uncertain or unknown behavior of brain, infratentorial;Neoplasm of uncertain or unknown behavior of brain, unspecified"
"724" "C0270771" "Syringobulbia" "A" "C0039145" "Syringomyelia and syringobulbia"
"725" "C0349438" "Unruptured aneurysm of carotid artery" "A" "C0340639" "Carotid artery aneurysm"
"726" "C3661895" "Febrile transfusion reaction without hemolysis" "G/P" "C0015967;C0496129" "Fever;Unspecified complication following infusion, transfusion and therapeutic injection"
"727" "C1377918" "Stage III Nasopharyngeal Carcinoma" "G/P" "C0153392" "Malignant neoplasm of nasopharynx"
"728" "C3665365" "Arteriosclerotic cardiovascular disease" "G/P" "C0007222" "Cardiovascular Diseases"
"729" "C0865573" "Mitral disease" "O" "C0348579" "Other and unspecified mitral valve diseases"
"730" "C1994994" "Excessive thirst" "A" "C0085602" "Polydipsia"
"731" "C0233844" "Clumsiness" "A" "C0026613;C0034933" "Motor Skills Disorders;Reflex, Abnormal"
"732" "C2931436" "Parkinson disease 3" "A" "C0030567" "Parkinson Disease"
"733" "C2931163" "Male sterility due to Y-chromosome deletions" "G/P" "C0008626;C0221033;C0478107" "Congenital chromosomal disease;Trisomy X syndrome;Other specified chromosome abnormalities"
"734" "C0750968" "Central Nervous System Metabolic Disorders" "G/C" "C0025517;C0149504" "Metabolic Diseases;Encephalopathy, Toxic"
"735" "C2700204" "Follicular Variant Peripheral T-Cell Lymphoma" "G/P" "C0079774" "Peripheral T-Cell Lymphoma"
"736" "C0854839" "Angioimmunoblastic T-cell lymphoma recurrent" "G/P" "C0079774" "Peripheral T-Cell Lymphoma"
"737" "C2909714" "Streptococcus B carrier state complicating pregnancy" "G/P" "C0495317" "Other specified diseases and conditions complicating pregnancy, childbirth and the puerperium"
"738" "C2904028" "Struck by soccer ball" "G/P" "C0337263" "Struck by sports equipment"
"739" "C0393773" "Work shift change (disorder)" "A" "C0877792" "Sleep Disorders, Circadian Rhythm"
"740" "C0862402" "Bladder transitional cell carcinoma stage II" "G/P" "C0005684" "Malignant neoplasm of urinary bladder"
"741" "C0346164" "clear cell neoplasm of ovary" "G/P" "C0496920;C1140680" "Neoplasm of uncertain or unknown behavior of ovary;Malignant neoplasm of ovary"
"742" "C0947810" "Parkinson's disease and parkinsonism" "G/P" "C0027765" "nervous system disorder"
"743" "C1328962" "Allergy to tree pollen" "A" "C0018621" "Hay fever"
"744" "C0274419" "Complication of renal dialysis" "A" "C0496129" "Unspecified complication following infusion, transfusion and therapeutic injection"
"745" "C0581879" "Felt faint" "A" "C0039070" "Syncope"
"746" "C0269157" "Theca-lutein cyst of ovary" "A" "C0010093;C0029513" "Corpus Luteum Cyst;Other and unspecified ovarian cysts"
"747" "C1282376" "Divergence insufficiency" "A" "C0348568" "Other specified disorders of binocular movement"
"748" "C0236083" "Burning feeling vagina" "G/P" "C0477787" "Other specified conditions associated with female genital organs and menstrual cycle"
"749" "C1961050" "Congestive heart failure due to left ventricular systolic dysfunction" "A" "C0018802;C0023212" "Congestive heart failure;Left-Sided Heart Failure"
"750" "C1334735" "Metastatic Non-Cutaneous Melanoma" "G/P" "C0006826;C0151779" "Malignant Neoplasms;Cutaneous Melanoma"
"751" "C1335717" "Recurrent Non-Cutaneous Melanoma" "G/P" "C0151779" "Cutaneous Melanoma"
"752" "C0263634" "Abnormal granulation tissue" "G/P" "C0263630" "Hypertrophic disorder of skin, unspecified"
"753" "C0582606" "Hypothermia due to anesthetic" "A" "C0478503" "Other complications of anesthesia"
"754" "C0586324" "Right sided cerebral hemisphere cerebrovascular accident" "A" "C0348636" "Other cerebral infarction"
"755" "C0311222" "Painful swelling of joint" "A" "C1253936" "Hydrarthrosis"
"756" "C1837529" "Major Depressive Disorder 2" "G/P" "C0013415;C0036349;C0349217;C0349227" "Dysthymic Disorder;Paranoid Schizophrenia;Depressive episode, unspecified;Other specified mood [affective] disorders"
"757" "C0346166" "Mixed epithelial tumor of ovary" "G/P" "C0496920;C1140680" "Neoplasm of uncertain or unknown behavior of ovary;Malignant neoplasm of ovary"
"758" "C2931642" "Benign symmetrical lipomatosis" "A" "C0494362" "Other specified metabolic disorders"
"759" "C1533849" "Bleeding of subgingival space" "G/P" "C0017181;C0348725;C0349369" "Gastrointestinal Hemorrhage;Other and unspecified lesions of oral mucosa;Disorder of gingiva and edentulous alveolar ridge, unspecified"
"760" "C1336243" "Stage III Bone Sarcoma" "G/P" "C0153509" "Malignant tumor of bone and articular cartilage"
"761" "C1336333" "Stage IVA Bone Sarcoma" "G/P" "C0153509" "Malignant tumor of bone and articular cartilage"
"762" "C1336363" "Stage IVB Bone Sarcoma" "G/P" "C0153509" "Malignant tumor of bone and articular cartilage"
"763" "C0161467" "Injury of sciatic nerve" "A" "C0495931" "Injury of sciatic nerve at hip and thigh level"
"764" "C1285191" "Complication of manipulation procedure" "G/P" "C0274310" "Complication of surgical and medical care, unspecified"
"765" "C0404533" "Decreased anogenital distance" "A" "C0477779" "Other female genital prolapse"
"766" "C2936783" "Colorectal cancer, hereditary nonpolyposis, type 1" "G/P" "C0007102" "Malignant tumor of colon"
"767" "C0270027" "Antepartum hemorrhage affecting fetus or newborn" "O" "C0269608;C0270025" "Antepartum hemorrhage;Fetal or neonatal effect of complication of placenta, cord and/or membranes"
"768" "C0497390" "pilonidal cyst with fistula" "G/C" "C0520556" "Pilonidal cyst without abscess"
"769" "C0155157" "Double pterygium" "A" "C0033999" "Pterygium"
"770" "C0558374" "Pelvic disproportion" "A" "C0495209;C0495218" "Maternal care for disproportion due to deformity of maternal pelvic bones;Maternal care for disproportion, unspecified"
"771" "C0302467" "Congenital anomaly of aorta" "A" "C0478000" "Other congenital malformations of aorta"
"772" "C1628514" "Allergy to shrimp" "A" "C0478640" "Personal history of allergy, other than to drugs and biological substances"
"773" "C2981398" "Stage IIA Colorectal Cancer" "G/P" "C0007102" "Malignant tumor of colon"
"774" "C2981399" "Stage IIB Colorectal Cancer" "G/P" "C0007102" "Malignant tumor of colon"
"775" "C2981403" "Stage IIIC Colorectal Cancer" "G/P" "C0007102" "Malignant tumor of colon"
"776" "C0555295" "Open wound of finger" "A" "C0495897" "Open wound of finger(s) without damage to nail"
"777" "C0570286" "Adverse reaction to oxytocin" "G/P" "C0414020" "Adverse reaction to oxytocic agents"
"778" "C1960195" "Splinter foreign body" "A" "C0478385" "Superficial injury of unspecified body region"
"779" "C2732492" "Infection of wound hematoma" "G/P" "C0348336" "Other and unspecified infectious diseases"
"780" "C2077203" "Recurrent Laryngeal Nerve Injuries" "G/P" "C0079950;C0478205" "Other diseases of larynx;Injury to other cranial nerves"
"781" "C1518882" "Bladder Papillary Urothelial Carcinoma" "G/P" "C0005684" "Malignant neoplasm of urinary bladder"
"782" "C1883722" "Stage 0a Bladder Urothelial Carcinoma" "G/P" "C0005684;C1265999" "Malignant neoplasm of urinary bladder;In situ neoplasm (morphology)"
"783" "C0863198" "Urinary bladder carcinoma stage I, with cancer in situ" "G/P" "C0005684" "Malignant neoplasm of urinary bladder"
"784" "C1336450" "Bladder transitional cell carcinoma stage I" "G/P" "C0005684" "Malignant neoplasm of urinary bladder"
"785" "C0342660" "Drug-induced hypomagnesemia" "A" "C0012716" "Disorder of magnesium metabolism"
"786" "C0677947" "Colorectal cancer stage I" "G/P" "C0007102" "Malignant tumor of colon"
"787" "C2986672" "Stage IIIC Adult Liver Cancer" "G/P" "C2239176" "Liver carcinoma"
"788" "C1336377" "Stage IVB Liver Cancer" "G/P" "C0006826;C0153448;C0206624;C0345904;C0345907;C0348339;C0348340;C2239176" "Malignant Neoplasms;Malignant neoplasm of liver and intrahepatic bile ducts;Hepatoblastoma;Malignant neoplasm of liver;Angiosarcoma of liver;Other sarcomas of liver;Other specified carcinomas of liver;Liver carcinoma"
"789" "C0018609" "Hartnup Disease" "A" "C0268641" "Amino acid transport disorder"
"790" "C2963158" "Cancer and Pregnancy" "A" "C0027651" "Neoplasms"
"791" "C0542232" "Tear disorder" "A" "C0022904" "Lacrimal Apparatus Diseases"
"792" "C0010631" "Cystadenocarcinoma" "G/P" "C0006826" "Malignant Neoplasms"
"793" "C0206709" "Cystadenoma, Serous" "G/P" "C0027651" "Neoplasms"
"794" "C1335726" "Refractory Mature B-Cell Non-Hodgkin Lymphoma" "G/P" "C0348396" "B-cell lymphoma, unspecified"
"795" "C0677728" "indolent, adult non-Hodgkin's lymphoma" "G/P" "C0024305" "Lymphoma, Non-Hodgkin"
"796" "C0920348" "Lymphatic Vessel Diseases" "A" "C0494631" "Noninfective disorder of lymphatic vessels and lymph nodes, unspecified"
"797" "C0748023" "Bacterial prostatitis" "G/P" "C0004623;C0008354;C0013371;C0033581;C0178238;C0348336;C2939130" "Bacterial Infections;Cholera;Shigella Infections;prostatitis;Intestinal infectious disease (disorder);Other and unspecified infectious diseases;Other bacterial diseases"
"798" "C0004608" "Retinopathy background" "A" "C0011884;C0339438;C0494531" "Diabetic Retinopathy;Other retinal disorders;Background retinopathy and retinal vascular changes"
"799" "C0153999" "Benign neoplasm of uterus" "A" "C0153996" "Other benign neoplasm of uterus, unspecified"
"800" "C0019319" "Scrotal hernia" "A" "C0019294;C0494745" "Hernia, Inguinal;Unilateral or unspecified inguinal hernia, without obstruction or gangrene"
"801" "C0151698" "Injection site hemorrhage" "G/P" "C0019065;C0274310;C0348668;C0869085" "Hemoperitoneum;Complication of surgical and medical care, unspecified;Other and unspecified disorders of the circulatory system;Hemorrhage, not elsewhere classified in ICD10CM"
"802" "C1260438" "Delayed separation of umbilical cord" "G/P" "C0159027" "Other specified conditions originating in the perinatal period"
"803" "C0862640" "Adenocarcinoma of the prostate stage I" "G/P" "C0376358" "Malignant neoplasm of prostate"
"804" "C0266072" "Impacted teeth with abnormal position" "A" "C0012767;C0040456" "Tooth eruption disorder;Impacted tooth"
"805" "C2825158" "Chronic Kidney Disease, Stage 0" "G/P" "C0022661" "Kidney Failure, Chronic"
"806" "C1955808" "failure of dental prosthesis causing loss of dental implant" "G/P" "C0494711;C0869099" "Other diseases of jaws;Other complications of internal prosthetic devices, implants and grafts, NEC in ICD10"
"807" "C0346862" "Primary malignant neoplasm of areola of female breast" "A" "C0496806" "Malignant neoplasm of nipple and areola"
"808" "C1997318" "Chronic hypoxemic respiratory failure" "A" "C0264492" "Chronic respiratory failure"
"809" "C0241538" "Numbness of upper limb" "A" "C0476226" "Anesthesia of skin"
"810" "C0239179" "Defect of diaphragm" "G/P" "C0152097" "Disease of diaphragm"
"811" "C1865866" "Congenital sensorineural hearing loss" "A" "C0018784" "Sensorineural Hearing Loss (disorder)"
"812" "C0021874" "Intracranial abscess" "A" "C0477344;C0494448" "Intracranial and intraspinal abscess and granuloma in diseases classified elsewhere;Intracranial abscess and granuloma"
"813" "C0521813" "Metaphyseal fracture of bone of upper limb" "G/P" "C0016655;C0478398" "Multiple fractures;Unspecified injury of upper limb, level unspecified"
"814" "C0160513" "Open wound of cheek" "A" "C0495804" "Open wound of cheek and temporomandibular area"
"815" "C0232196" "Malfunction from artificial pacing" "G/P" "C0478489" "Unspecified complication of cardiac and vascular prosthetic device, implant and graft"
"816" "C1304098" "Irritant contact dermatitis due to incontinence" "A" "C0477478" "Irritant contact dermatitis due to other agents"
"817" "C1881236" "Interstitial Disease" "G/P" "C0477531;C0477583" "Localized connective tissue disorder, unspecified;Systemic involvement of connective tissue, unspecified"
"818" "C0271417" "Diffuse otitis externa" "A" "C0029878;C0477434" "Otitis Externa;Other infective otitis externa"
"819" "C0272062" "Hemolytic anemia due to pyruvate kinase deficiency" "A" "C0494225" "Anemia due to disorders of glycolytic enzymes"
"820" "C0432100" "Cleft soft palate, bilateral" "A" "C0432098" "Cleft Soft Palate"
"821" "C0267528" "Colostomy malfunction" "A" "C0156186" "Colostomy and enterostomy malfunction"
"822" "C0233997" "Sexual inadequacy" "A" "C3714744" "Psychosexual dysfunction"
"823" "C1257848" "Rectocolitis, Ulcerative" "A" "C0009324" "Ulcerative Colitis"
"824" "C1959582" "PTEN Hamartoma Tumor Syndrome" "O" "C0869082" "Other phakomatoses, not elsewhere classified in ICD10CM"
"825" "C2733207" "Complex posttraumatic stress disorder" "A" "C0038436" "Post-Traumatic Stress Disorder"
"826" "C0403622" "Primary vesicoureteric reflux" "G/P" "C0156258;C0158698;C0478057" "Other disorders of kidney and ureter (N25-N29);Congenital malformation of the urinary system;Other congenital malformations of ureter"
"827" "C1389228" "backward reading" "A" "C0037789" "Specific reading disorder"
"828" "C0078981" "Arachnoid Cysts" "A" "C0154724" "Cerebral cyst"
"829" "C3839515" "Idiopathic intracranial hypotension" "A" "C0348888" "Idiopathic hypotension"
"830" "C0266953" "Atrophy of edentulous maxillary alveolar ridge" "A" "C0155951" "Atrophy of edentulous alveolar ridge"
"831" "C0700110" "Carcinoma bone" "G/P" "C0153509;C0153690" "Malignant tumor of bone and articular cartilage;Secondary malignant neoplasm of bone"
"832" "C1956413" "Taussig-Bing Anomaly" "A" "C0013069" "Double Outlet Right Ventricle"
"833" "C0581341" "Chronic paronychia" "A" "C0494820" "Cellulitis of finger and toe"
"834" "C0015378" "Extravasation of Contrast Media" "G/P" "C3263723" "Traumatic injury"
"835" "C1883353" "Tobacco Toxicity" "G/P" "C3263723" "Traumatic injury"
"836" "C2910382" "Other abnormalities of heart beat" "G/P" "C1744601" "Abnormal heart beat"
"837" "C0043019" "Lateral Medullary Syndrome" "G/P" "C0007785;C0085096;C0155764;C0451671" "Cerebral Infarction;Peripheral Vascular Diseases;Unspecified disorders of arteries and arterioles;Brainstem stroke syndrome"
"838" "C0272911" "Strain of lumbar region" "A" "C0080194" "Muscle strain"
"839" "C2889493" "enteropathic arthropathy" "G/P" "C0162323" "Polyarthritis"
"840" "C0581350" "Chronic joint effusion" "A" "C1253936" "Hydrarthrosis"
"841" "C0266237" "Omental cyst" "A" "C0029786" "Other specified disorders of peritoneum"
"842" "C0265700" "Congenital hernia of foramen of Bochdalek" "A" "C0235833" "Congenital diaphragmatic hernia"
"843" "C0272380" "Disorder of tonsil (palatine tonsil)" "A" "C0155828" "Chronic disease of tonsils AND/OR adenoids"
"844" "C1849749" "Peripheral thrombosis" "O" "C0152264;C0152264" "Familial erythrocytosis;Familial erythrocytosis"
"845" "C0276093" "Edema disease" "G/P" "C0013604;C0348320" "Edema;E coli as cause of diseases classified to other chapters"
"846" "C1963944" "Postoperative Vasoplegic Syndrome" "G/P" "C0348668;C0496137" "Other and unspecified disorders of the circulatory system;Unspecified complication of procedure"
"847" "C0014127" "Endocervicitis" "A" "C0007860" "Uterine Cervicitis"
"848" "C0007861" "Uterine cervicitis and endocervicitis" "A" "C0007860;C0242172" "Uterine Cervicitis;Pelvic Inflammatory Disease"
"849" "C0340289" "New onset angina" "A" "C0002962" "Angina Pectoris"
"850" "C0578496" "Post-renal renal failure" "A" "C0022660" "Kidney Failure, Acute"
"851" "C0268465" "Phenylketonuria II" "A" "C0348482" "Other hyperphenylalaninaemias"
"852" "C0878676" "6-pyruvoyl-tetrahydropterin synthase deficiency" "G/P" "C0348482;C0751434" "Other hyperphenylalaninaemias;Classical phenylketonuria"
"853" "C0268608" "Deficiency of dihydrofolate reductase" "G/P" "C0268613" "Disorder of sulfur-bearing amino acid metabolism"
"854" "C0231875" "Expiratory wheezing" "A" "C0043144" "Wheezing"
"855" "C0022927" "Lactation Disorders" "A" "C0157669;C0161972" "Other and unspecified disorders of lactation;Complication of the puerperium"
"856" "C0700045" "Middle ear deafness" "A" "C0018777" "Conductive hearing loss"
"857" "C0274085" "Second degree burn of wrist" "A" "C0274133" "Second degree burn of wrist AND/OR hand"
"858" "C0274037" "Second degree burn of upper limb" "A" "C0496038" "Burn of second degree of shoulder and upper limb, except wrist and hand"
"859" "C0274091" "Second degree burn of hand" "A" "C0274133" "Second degree burn of wrist AND/OR hand"
"860" "C0273984" "Second degree burn of neck" "A" "C0496031" "Burn of second degree of head and neck"
"861" "C0580174" "Portal hypertensive gastropathy" "G/P" "C0020541;C0494741" "Hypertension, Portal;Disease of stomach and duodenum, unspecified"
"862" "C1112501" "Colorectal hyperplastic polyp" "G/P" "C0004991" "Benign neoplasm of colon"
"863" "C0267948" "Metabolic pancreatitis" "G/P" "C0001339" "Acute pancreatitis"
"864" "C3665668" "Neoplasms of unspecified nature" "G/C" "C0027651" "Neoplasms"
"865" "C0264384" "Granulomatous pneumonia" "A" "C0348685" "Other pneumonia, organism unspecified"
"866" "C3698299" "Cardiorespiratory arrest with successful resuscitation" "A" "C0340514" "Cardiac arrest with successful resuscitation"
"867" "C0152228" "Diplacusis" "A" "C0155535" "Other abnormal auditory perceptions"
"868" "C0520589" "Vulvovaginal dryness" "A" "C0156383" "Noninflammatory disorder of the vagina"
"869" "C0581352" "Sacroiliac disorder" "A" "C0022408" "Arthropathy"
"870" "C0158090" "Pathological dislocation of joint" "G/P" "C0026771;C0158140" "Multiple Trauma;Joint derangement"
"871" "C1719778" "Corneal endothelial allograft rejection" "A" "C0478500" "Failure and rejection of other transplanted organs and tissues"
"872" "C0302874" "Depressive personality disorder" "A" "C0013415" "Dysthymic Disorder"
"873" "C0231657" "Snapping scapula" "No_target_concept_mapped_to" NA NA
"874" "C0178314" "Poisoning / injury" "No_target_concept_mapped_to" NA NA
"875" "C1719326" "Anemia in chronic illness" "No_target_concept_mapped_to" NA NA
"876" "C2220255" "Motor disturbances" "No_target_concept_mapped_to" NA NA
"877" "C0332449" "Minimal lesion" "No_target_concept_mapped_to" NA NA
"878" "C0333133" "Mucus cast" "No_target_concept_mapped_to" NA NA
"879" "C2347315" "NCI Criterion" "No_target_concept_mapped_to" NA NA
"880" "C0849663" "abdominal cyst" "No_target_concept_mapped_to" NA NA
"881" "C1709787" "Pyrogenic Reaction" "No_target_concept_mapped_to" NA NA
"882" "C1536178" "Pain in nail" "No_target_concept_mapped_to" NA NA
"883" "C2919087" "Injury due to corrosion" "No_target_concept_mapped_to" NA NA
"884" "C0856854" "Vulvovaginitis infection" "No_target_concept_mapped_to" NA NA
"885" "C0184554" "Disuse syndrome" "No_target_concept_mapped_to" NA NA
"886" "C0520899" "Normal skin sensitivity" "No_target_concept_mapped_to" NA NA
"887" "C0231181" "Acute insufficiency" "No_target_concept_mapped_to" NA NA
"888" "C3150859" "FORSYTHE-WAKELING SYNDROME" "No_target_concept_mapped_to" NA NA
"889" "C1398312" "Narrow palate" "No_target_concept_mapped_to" NA NA
"890" "C2876127" "Multiple corrosion NOS" "No_target_concept_mapped_to" NA NA
"891" "C2887426" "Allergy NOS due to pollen" "No_target_concept_mapped_to" NA NA
"892" "C2900470" "Herpes simplex facialis" "No_target_concept_mapped_to" NA NA
"893" "C0920421" "cancer regression" "No_target_concept_mapped_to" NA NA
"894" "C0849888" "psychological disturbance" "No_target_concept_mapped_to" NA NA
"895" "C0277557" "Intercurrent disease" "No_target_concept_mapped_to" NA NA
"896" "C0333976" "Bilateral hyperplasia" "No_target_concept_mapped_to" NA NA
"897" "C0848404" "weight gain problem" "No_target_concept_mapped_to" NA NA
"898" "C3534570" "Pregnancy Hazards" "No_target_concept_mapped_to" NA NA
"899" "C2347963" "Right Ventricular Outflow Tract Tachycardia by ECG Finding" "No_target_concept_mapped_to" NA NA
"900" "C0848396" "candidal vaginitis" "No_target_concept_mapped_to" NA NA
"901" "C0744962" "HIV anemia" "No_target_concept_mapped_to" NA NA
"902" "C3697772" "Adenomyomatosis" "No_target_concept_mapped_to" NA NA
"903" "C0522757" "Exposure to toxic agent" "No_target_concept_mapped_to" NA NA
"904" "C0497235" "Palpitations/awareness of heart" "No_target_concept_mapped_to" NA NA
"905" "C2875068" "Disseminated multiple sclerosis" "No_target_concept_mapped_to" NA NA
"906" "C1834741" "NONDISJUNCTION" "No_target_concept_mapped_to" NA NA
"907" "C2888180" "Lichen planus tropicus" "No_target_concept_mapped_to" NA NA
"908" "C2875081" "Attacks without alteration of consciousness" "No_target_concept_mapped_to" NA NA
"909" "C2842036" "malignant neoplasm of cartilage" "No_target_concept_mapped_to" NA NA
"910" "C2887547" "Juvenile periodontosis" "No_target_concept_mapped_to" NA NA
"911" "C2911636" "volatile solvents (dysfunction)" "No_target_concept_mapped_to" NA NA
"912" "C1112157" "Intrauterine infection" "No_target_concept_mapped_to" NA NA
"913" "C1285466" "Urinary sequelae of disorders" "No_target_concept_mapped_to" NA NA
"914" "C2895901" "Nodular tendinous disease" "No_target_concept_mapped_to" NA NA
"915" "C2909284" "Excessive intrapartum hemorrhage" "No_target_concept_mapped_to" NA NA
"916" "C0263677" "Chronic articular rheumatism" "No_target_concept_mapped_to" NA NA
"917" "C2880849" "Proliferative vitreo-retinopathy with retinal detachment" "No_target_concept_mapped_to" NA NA
"918" "C2874978" "Psychogenic physiological dysfunction NOS" "No_target_concept_mapped_to" NA NA
"919" "C0448970" "External stoma" "No_target_concept_mapped_to" NA NA
